id,sku,name,en description,,es description
285,JSHS04,Double End Snap Hook,<p>A4-AISI 316 Double End Snap Hook. Also can be known as dog lead snap bolts or spring hooks</p><p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings or dog leashes</p><p><strong>Please note that this product hasn't been load tested.</strong></p>,,
294,JSHS13,Fixed Eye Boat Snap Hook,"<p>A4-AISI 316 Fixed Eye Boat Snap Hook</p> <p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings, dog leashes</p> <p><strong>Please note that this product hasn't been load tested</strong></p>",,
890,JSZB01,Bow Shackle with Screw Collar Pin,<p>A4-AISI 316 Marine Grade Stainless Steel Bow Shackle with Screw Collar Pin. </p><p>The Shackle Pin is totally removable from the Bowed Round Shackle Body<br>Popular as the extra gap in the body allows for loads to be applied on angles</p><p><strong>Please note that this product hasn't been load tested</strong></p>,,
634,JSRD01,D Ring,<p>A4-AISI 316 Marine Grade Stainless Steel D Ring.</p><p>Our durable D or Dee rings are crafted from A4-AISI 316 Marine Grade Stainless Steel for superior corrosion resistance</p><p><strong>Please note that this product has not been load tested</strong></p>,,
443,JSNL01,Long Link Chain,"<p>A4-AISI 316 Marine Grade Stainless Steel Long Link Chain. This chain has not been load tested.</p><p>This item is sold per metre, please select the quantity you like.<br />We wouldn't be able to refund any chain that has been cut to length</p> <p><strong>Please note that this chain has not been load tested</strong></p>",,
452,JSNL10,Long Link Chain,"<p>A4-AISI 316 Marine Grade Stainless Steel Long Link Chain. This chain has not been load tested.</p><p>This item is sold per metre, please select the quantity you like.<br />We wouldn't be able to refund any chain that has been cut to length</p><p><strong>Please note that this product hasn't been load tested</strong></p>",,
648,JSRR01,Round Ring,<p>A4-AISI 316 Marine Grade Stainless Steel Round Ring.</p><p>Our durable Round rings are crafted from A4-AISI 316 Marine Grade Stainless Steel for superior corrosion resistance</p><p><strong>Please note that this product has not been load tested</strong></p>,,
454,JSNS01,Short Link Chain,"<p>A4-AISI 316 Marine Grade Stainless Steel Short Link Chain. This chain has not been load tested.</p><p>This item is sold per metre, please select the quantity you like.<br>We wouldn't be able to refund any chain that has been cut to length</p> <p><strong>Please note that this product hasn't been load tested</strong></p>",,
461,JSNS08,Short Link Chain,"<p>A4-AISI 316 Marine Grade Stainless Steel Short Link Chain. This chain has not been load tested.</p><p>This item is sold per metre, please select the quantity you like.<br>We wouldn't be able to refund any chain that has been cut to length</p><p><strong>Please note that this product hasn't been load tested</strong></p>",,
675,JSRT01,Triangular Ring,<p>A4-AISI 316 Marine Grade Stainless Steel Triangular Ring.</p><p>Our durable Triangular rings are crafted from A4-AISI 316 Marine Grade Stainless Steel for superior corrosion resistance</p><p><strong>Please note that this product has not been load tested</strong></p>,,
794,JSWR01,1 x 19 Wire Rope,"<p>A4-AISI 316 Marine Grade Stainless Steel Wire Rope</p><p>Great for use in a wide choice of strand constructions, ideal for commercial, architectural, agricultural and marine rigging applications.<br />Purchase by the metre.</p><p><strong>Please note that this product hasn't been load tested</strong></p>",,
857,JSWS42,Rigging Screw Turnbuckle with Eye and Hook,"<p>A4-AISI 316 Open Body Rigging Screw Turnbuckle with Eye and Hook.</p> <p>Turnbuckles are also known as open body rigging screws, tensioners, straining screws barrel strainers or adjusters.</p> <p>These tensioners are great for landscaping and other installations like overhead catenary systems</p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
852,JSWS36,Rigging Screw Turnbuckle with Eye Ends,"<p>A4-AISI 316 Open Body Rigging Screw Turnbuckle with Eye Ends.</p> <p>Turnbuckles are also known as open body rigging screws, tensioners, straining screws barrel strainers or adjusters.</p> <p>These tensioners are great for landscaping and other installations like overhead catenary systems</p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
846,JSWS30,Rigging Screw Turnbuckle with Jaw Ends,"<p>A4-AISI 316 Open Body Rigging Screw Turnbuckle with Jaw Ends.</p> <p>Turnbuckles are also known as open body rigging screws, tensioners, straining screws barrel strainers or adjusters.</p> <p>These tensioners are great for landscaping and other installations like overhead catenary systems</p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
17,JS2P08,Deck mounted block,<p>A4-AISI 316 Pulley Block with a high quality nylon wheel</p><p>Easy to reach holes make this pulley block able to be bolted down to most surfaces</p>,,
16,JS2P07,Bolt down block,<p>A4-AISI 316 Pulley Block with a high quality nylon wheel</p><p>There are 2 Holes under the wheel to bolt down anywhere needed</p>,,
22,JS2P13,Single block with hollow rivet,<p>A4-AISI 316 Pulley Block with a high quality nylon wheel</p><p>This block could be side fixed with it's hollow rivet or hung to increase versatility</p>,,
18,JS2P09,General purpose block,"<p>A4-AISI 316 Pulley Block with a high quality nylon wheel</p><p>This block is highly versatile due to it's large hanging loop, can be made in most locations</p>",,
20,JS2P11,Single block with clevis pin,"<p>A4-AISI 316 Pulley Block with a high quality nylon wheel</p><p>This block is highly versatile due to it's removable clevis pin, can be added to existing structures</p>",,
10,JS2P01,Single Sheave Pulley Block,<p>A4-AISI 316 Pulley Block. If needed the wheel can be fully removed from the body by simply taking out the split pin.</p><p>With single or double Sheave variations these can be used in many different ways</p>,,
824,JSWS08,Rigging Screw with Jaw and Swage Terminal,"<p>A4-AISI 316 Rigging Screw with Jaw and Swage Terminal.</p> <p>These fittings need to be Hydraulically crimped or swaged onto wire rope.</p> <p>We are able to make Wire Rope Assemblies to your specification. </p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
819,JSWS03,Rigging Screw with Jaw Ends,"<p>A4-AISI 316 Rigging Screw with Jaw Ends.</p> <p>Also Known as Barrel Strainers, Tensioners, Turnbuckles, Fork and Fork Rigging Screws, Bottle Screws or Adjusters.</p>  <p>These tensioners are great for landscaping and other installations like overhead Catenary systems</p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
817,JSWS01,Rigging Screw with Jaw Ends,"<p>A4-AISI 316 Rigging Screw with Jaw Ends.</p> <p>Also Known as Barrel Strainers, Tensioners, Turnbuckles, Fork and Fork Rigging Screws, Bottle Screws or Adjusters.</p> <p>These tensioners are great for landscaping and other installations like overhead Catenary systems</p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
832,JSWS16,Rigging Screw with Swage Terminal Ends,"<p>A4-AISI 316 Rigging Screw with Swage Terminal Ends.</p> <p>These fittings need to be Hydraulically crimped or swaged onto wire rope.</p> <p>We are able to make Wire Rope Assemblies to your specification. </p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
837,JSWS21,Rigging Screw with Swage Terminal Ends,"<p>A4-AISI 316 Rigging Screw with Swage Terminal Ends.</p> <p>These fittings need to be Hydraulically crimped or swaged onto wire rope.</p> <p>We are able to make Wire Rope Assemblies to your specification.</p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
840,JSWS24,Rigging Screw with Toggle Ends,"<p>A4-AISI 316 Rigging Screw with Toggle Ends.</p> <p>Also Known as Barrel Strainers, Tensioners, Turnbuckles, Fork and Fork Rigging Screws, Bottle Screws or Adjusters.</p> <p>These tensioners are great for landscaping and other installations like overhead catenary systems</p>Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
39,JS2P30,Double Pulley Block,<p>A4-AISI 316 Stainless Steel Pulley Block. The body of this block is a strong black plastic which makes it strong and light</p><p>The stainless steel aspect increases strength and durability</p>,,
879,JSWT14,Swaged Eye Terminal,"<p>A4-AISI 316 Swaged Eye Terminal.</p> <p>These fittings need to be Hydraulically crimped or swaged onto wire rope.</p> <p>We are able to make Wire Rope Assemblies to your specification. Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
873,JSWT07,Swaged Fork Terminal,"<p>A4-AISI 316 Swaged Fork Terminal.</p> <p>These fittings need to be Hydraulically crimped or swaged onto wire rope.</p> <p>We are able to make Wire Rope Assemblies to your specification. Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
867,JSWT01,Swaged Screwed Terminal,"<p>A4-AISI 316 swaged screw terminals.</p> <p>These fittings need to be Hydraulically crimped or swaged onto wire rope.</p> <p>We are able to make Wire Rope Assemblies to your specification. Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
886,JSWT22,Swage Stud with Wood Thread,"<p>A4-AISI 316 Swaged Stud with Woodscrew Thread.</p> <p>These fittings need to be Hydraulically crimped or swaged onto wire rope.</p> <p>We are able to make Wire Rope Assemblies to your specification. Please see our <a href=""/wire-parts/rigging-examples"">Rigging Examples</a></p>",,
304,JSHS23,Swivel D Trigger Snap Hook,"<p>A4-AISI 316 Swivel D Trigger Snap Hook</p> <p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings, dog leashes or anywhere else a swivel eye is needed</p><p><strong>Please note that this product hasn't been load tested.</strong></p>",,
298,JSHS17,Swivel Eye Boat Snap Hook,"<p>A4-AISI 316 Swivel Eye Boat Snap Hook</p> <p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings, dog leashes or anywhere else a swivel eye is needed</p> <p><strong>Please note that this product hasn't been load tested.</strong></p>",,
299,JSHS18,Swivel Eye Boat Snap Hook,"<p>A4-AISI 316 Swivel Eye Boat Snap Hook</p> <p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings, dog leashes or anywhere else a swivel eye is needed</p><p><strong>Please note that this product hasn't been load tested.</strong></p>",,
288,JSHS07,Swivel Eye Snap Hook,"<p>A4-AISI 316 Swivel Eye Snap Hook</p> <p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings, dog leashes or anywhere else a swivel eye is needed</p><p><strong>Please note that this product hasn't been load tested.</strong></p>",,
302,JSHS21,Swivel Eye Trigger Snap Hook,"<p>A4-AISI 316 Swivel Eye Trigger Snap Hook</p> <p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings, dog leashes or anywhere else a swivel eye is needed</p> <p><strong>Please note that this product hasn't been load tested.</strong></p>",,
303,JSHS22,Swivel Eye Trigger Snap Hook,"<p>A4-AISI 316 Swivel Eye Trigger Snap Hook</p> <p>These are made from a highly durable stainless steel and can be used in a variety of situations such as key rings, dog leashes or anywhere else a swivel eye is needed</p><p><strong>Please note that this product hasn't been load tested.</strong></p>",,
768,JSWF09,Thimble,<p>A4-AISI 316 thimble</p><p>This helps to reinforce stainless steel wire rope loops to provide a longer lasting wear surface.</p><p>Can be used in conjunction with our Duplex wire rope grips to create loops</p>,,
788,JSWF29,Wire Rope Clamp Ring,"<p>A4-AISI 316 wire rope clamp ring.</p><p>This clamp ring can be used to add detail to wire rope, to be used as an end stop or as a location point.</p><p>The two parts can be fully separated and help together with grub screws</p>",,
774,JSWF15,Wire Rope Grip,"<p>A4-AISI 316 wire rope grip, also known as Bull Dog Grips or wire rope clamps.</p><p>These rope grips can be used to create loops with wire rope or other applications where the grips can be used</p>",,
619,JSQ21L,Curved Skene Bow Chock - Left-hand,<p>A4-ANSI 316 Grade Stainless Steel Curved Skene Bow Chock - Left Hand.</p> <p>Countersunk fixings on the base allow for secure and flush fixing to boats or docks. This clear has rounded edges to prevent chaffing and wearing of lines</p>,,
620,JSQ21R,Curved Skene Bow Chock - Right-hand,<p>A4-ANSI 316 Grade Stainless Steel Curved Skene Bow Chock - Right Hand.</p> <p>Countersunk fixings on the base allow for secure and flush fixing to boats or docks. This clear has rounded edges to prevent chaffing and wearing of lines</p>,,
616,JSQ18,Four Hole Hollow Base Cleat,"<p>A4-ANSI 316 Grade Stainless Steel Four Hole Hollow Base Cleat in a great mirror finish. These cleats are also known as Halyard Cleats, Boat Cleats or Rope Cleats.</p> <p>Four countersunk fixing on the base of the cleat allow for secure flush fixing, great for boats</p>",,
